"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","고등부1학년 전입학생수","고등부1학년 전출학생수","고등부1학년 전체학생수","고등부2학년 전입학생수","고등부2학년 전출학생수","고등부2학년 전체학생수","고등부3학년 전입학생수","고등부3학년 전출학생수","고등부3학년 전체학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"강원도교육청","강원도교육청","강원도 강릉시","S100000354","강릉고등학교","04","공립","N","","9","9","188","2","4","225","0","1","252","11","14","665"
"강원도교육청","강원도교육청","강원도 강릉시","S100000355","강릉중앙고등학교","04","공립","N","","7","12","231","1","4","208","0","0","245","8","16","684"
"강원도교육청","강원도교육청","강원도 강릉시","S100000356","강릉명륜고등학교","04","사립","N","","1","4","186","3","0","221","0","0","251","4","4","658"
"강원도교육청","강원도교육청","강원도 강릉시","S100000357","강릉문성고등학교","04","사립","N","","13","5","240","7","7","268","1","3","295","21","15","803"
"강원도교육청","강원도교육청","강원도 강릉시","S100000360","강릉여자고등학교","04","공립","N","","5","3","256","0","0","291","1","1","331","6","4","878"
"강원도교육청","강원도교육청","강원도 강릉시","S100000362","강릉정보공업고등학교","04","공립","N","","2","2","113","4","1","119","1","0","121","7","3","353"
"강원도교육청","강원도교육청","강원도 강릉시","S100000363","강릉제일고등학교","04","공립","N","","0","4","173","0","11","201","0","1","227","0","16","601"
"강원도교육청","강원도교육청","강원도 춘천시","S100000364","강원고등학교","04","사립","N","","16","3","214","10","2","233","0","1","269","26","6","716"
"강원도교육청","강원도교육청","강원도 원주시","S100000365","강원과학고등학교","04","공립","N","","0","0","61","0","0","57","0","0","45","0","0","163"
"강원도교육청","강원도교육청","강원도 강릉시","S100000368","강원예술고등학교","04","공립","N","","2","3","69","1","6","80","0","0","86","3","9","235"
"강원도교육청","강원도교육청","강원도 춘천시","S100000370","강원체육고등학교","04","공립","N","","4","6","82","2","5","68","0","1","73","6","12","223"
"강원도교육청","강원도교육청","강원도 강릉시","S100000371","강일여자고등학교","04","사립","N","","10","1","249","1","1","287","0","0","327","11","2","863"
"강원도교육청","강원도교육청","강원도 고성군","S100000374","거진정보공업고등학교","04","공립","N","","2","0","18","3","1","18","0","0","26","5","1","62"
"강원도교육청","강원도교육청","강원도 강릉시","S100000375","경포고등학교","04","공립","N","","4","2","196","0","2","223","1","1","248","5","5","667"
"강원도교육청","강원도교육청","강원도 고성군","S100000376","고성고등학교","04","공립","N","","2","11","73","1","1","93","1","0","107","4","12","273"
"강원도교육청","강원도교육청","강원도 정선군","S100000379","고한고등학교","04","공립","N","","1","1","17","1","0","17","0","2","27","2","3","61"
"강원도교육청","강원도교육청","강원도 인제군","S100000381","기린고등학교","04","공립","N","","1","0","23","0","0","35","0","0","38","1","0","96"
"강원도교육청","강원도교육청","강원도 철원군","S100000382","김화고등학교","04","공립","N","","0","2","75","1","0","66","0","0","81","1","2","222"
"강원도교육청","강원도교육청","강원도 철원군","S100000383","김화공업고등학교","04","공립","N","","2","4","45","2","0","38","0","0","38","4","4","121"
"강원도교육청","강원도교육청","강원도 홍천군","S100000386","내면고등학교","04","공립","N","","3","0","10","1","2","11","0","0","24","4","2","45"
"강원도교육청","강원도교육청","강원도 평창군","S100000387","상지대관령고등학교","04","사립","N","","7","10","35","7","3","40","1","0","39","15","13","114"
"강원도교육청","강원도교육청","강원도 원주시","S100000389","대성고등학교","04","사립","N","","7","2","281","4","1","323","0","0","349","11","3","953"
"강원도교육청","강원도교육청","강원도 고성군","S100000390","대진고등학교","04","공립","N","","4","2","5","0","0","4","0","0","13","4","2","22"
"강원도교육청","강원도교육청","강원도 평창군","S100000391","대화고등학교","04","공립","N","","3","3","32","0","1","44","0","1","51","3","5","127"
"강원도교육청","강원도교육청","강원도 삼척시","S100000393","도계고등학교","04","공립","N","","2","1","36","0","2","42","0","1","63","2","4","141"
"강원도교육청","강원도교육청","강원도 삼척시","S100000394","도계전산정보고등학교","04","공립","N","","1","0","20","0","0","19","0","0","23","1","0","62"
"강원도교육청","강원도교육청","강원도 고성군","S100000398","동광산업과학고등학교","04","공립","N","","1","6","78","1","2","61","0","1","116","2","9","255"
"강원도교육청","강원도교육청","강원도 동해시","S100000400","동해광희고등학교","04","사립","N","","7","4","235","5","3","267","0","1","289","12","8","791"
"강원도교육청","강원도교육청","강원도 동해시","S100000401","동해삼육고등학교","04","사립","N","","1","5","44","1","0","36","1","0","41","3","5","121"
"강원도교육청","강원도교육청","강원도 동해시","S100000402","동해상업고등학교","04","공립","N","","1","3","88","1","3","82","0","0","107","2","6","277"
"강원도교육청","강원도교육청","강원도 횡성군","S100000404","둔내고등학교","04","공립","N","","1","1","16","0","0","11","0","1","20","1","2","47"
"강원도교육청","강원도교육청","강원도 영월군","S100000406","마차고등학교","04","공립","N","","0","1","8","2","0","15","0","0","16","2","1","39"
"강원도교육청","강원도교육청","강원도 동해시","S100000407","묵호고등학교","04","공립","N","","5","3","171","1","1","187","0","0","202","6","4","560"
"강원도교육청","강원도교육청","강원도 횡성군","S100000414","민족사관고등학교","04","사립","N","","0","1","156","0","2","151","0","0","146","0","3","453"
"강원도교육청","강원도교육청","강원도 춘천시","S100000415","봉의고등학교","04","공립","N","","12","5","275","6","1","314","1","0","329","19","6","918"
"강원도교육청","강원도교육청","강원도 평창군","S100000416","봉평고등학교","04","공립","N","","0","2","37","0","0","42","0","0","42","0","2","121"
"강원도교육청","강원도교육청","강원도 원주시","S100000417","원주금융회계고등학교","04","공립","N","","0","0","25","0","1","25","0","0","25","0","1","75"
"강원도교육청","강원도교육청","강원도 원주시","S100000418","북원여자고등학교","04","공립","N","","13","6","344","5","1","383","0","2","412","18","9","1139"
"강원도교육청","강원도교육청","강원도 동해시","S100000419","북평고등학교","04","공립","N","","2","1","184","0","0","222","0","0","233","2","1","639"
"강원도교육청","강원도교육청","강원도 동해시","S100000421","북평여자고등학교","04","공립","N","","1","3","159","1","1","198","2","1","194","4","5","551"
"강원도교육청","강원도교육청","강원도 화천군","S100000423","사내고등학교","04","공립","N","","2","9","41","0","2","42","0","0","43","2","11","126"
"강원도교육청","강원도교육청","강원도 정선군","S100000424","사북고등학교","04","공립","N","","2","4","41","1","0","54","0","0","62","3","4","157"
"강원도교육청","강원도교육청","강원도 삼척시","S100000425","삼일고등학교","04","사립","N","","2","0","72","1","1","71","0","0","96","3","1","239"
"강원도교육청","강원도교육청","강원도 삼척시","S100000426","삼척고등학교","04","공립","N","","4","0","147","0","0","143","0","0","178","4","0","468"
"강원도교육청","강원도교육청","강원도 삼척시","S100000427","삼척여자고등학교","04","공립","N","","1","3","170","2","2","166","0","1","195","3","6","531"
"강원도교육청","강원도교육청","강원도 삼척시","S100000428","삼척마이스터고등학교","04","공립","N","","0","3","80","0","2","79","0","0","75","0","5","234"
"강원도교육청","강원도교육청","강원도 영월군","S100000429","상동고등학교","04","공립","N","","1","0","1","0","0","2","0","0","2","1","0","5"
"강원도교육청","강원도교육청","강원도 원주시","S100000430","상지여자고등학교","04","사립","N","","1","0","311","4","0","344","0","0","381","5","0","1036"
"강원도교육청","강원도교육청","강원도 홍천군","S100000432","서석고등학교","04","공립","N","","3","27","21","0","0","30","0","0","36","3","27","87"
"강원도교육청","강원도교육청","강원도 영월군","S100000435","석정여자고등학교","04","사립","N","","0","0","117","1","3","125","0","0","119","1","3","361"
"강원도교육청","강원도교육청","강원도 춘천시","S100000436","성수고등학교","04","사립","N","","17","3","218","0","2","247","0","2","275","17","7","740"
"강원도교육청","강원도교육청","강원도 춘천시","S100000440","성수여자고등학교","04","사립","N","","2","3","182","0","1","199","0","0","241","2","4","622"
"강원도교육청","강원도교육청","강원도 속초시","S100000443","속초고등학교","04","공립","N","","0","0","252","0","0","297","0","0","327","0","0","876"
"강원도교육청","강원도교육청","강원도 속초시","S100000444","설악고등학교","04","공립","N","","15","9","253","14","8","296","4","0","322","33","17","871"
"강원도교육청","강원도교육청","강원도 속초시","S100000447","속초여자고등학교","04","공립","N","","7","6","249","0","0","297","0","1","319","7","7","865"
"강원도교육청","강원도교육청","강원도 인제군","S100000448","신남고등학교","04","공립","N","","2","1","16","1","0","19","1","0","23","4","1","58"
"강원도교육청","강원도교육청","강원도 철원군","S100000450","신철원고등학교","04","공립","N","","0","1","110","0","1","110","0","0","122","0","2","342"
"강원도교육청","강원도교육청","강원도 횡성군","S100000451","안흥고등학교","04","공립","N","","0","2","5","0","0","7","0","0","13","0","2","25"
"강원도교육청","강원도교육청","강원도 양구군","S100000453","양구여자고등학교","04","공립","N","","5","13","64","0","0","82","0","0","84","5","13","230"
"강원도교육청","강원도교육청","강원도 양구군","S100000454","양구고등학교","04","공립","N","","3","8","82","2","2","84","0","0","101","5","10","267"
"강원도교육청","강원도교육청","강원도 양양군","S100000456","양양고등학교","04","공립","N","","2","0","69","2","0","92","0","1","86","4","1","247"
"강원도교육청","강원도교육청","강원도 정선군","S100000458","여량고등학교","04","공립","N","","0","0","2","0","0","16","0","0","6","0","0","24"
"강원도교육청","강원도교육청","강원도 영월군","S100000460","영월고등학교","04","공립","N","","0","3","93","0","2","118","0","0","107","0","5","318"
"강원도교육청","강원도교육청","강원도 영월군","S100000461","한국소방마이스터고등학교","04","공립","N","","9","4","29","3","4","56","0","0","88","12","8","173"
"강원도교육청","강원도교육청","강원도 삼척시","S100000462","원덕고등학교","04","공립","N","","2","1","10","0","0","22","0","0","25","2","1","57"
"강원도교육청","강원도교육청","강원도 원주시","S100000466","원주고등학교","04","공립","N","","7","4","314","6","5","347","1","0","389","14","9","1050"
"강원도교육청","강원도교육청","강원도 원주시","S100000468","원주공업고등학교","04","공립","N","","9","9","296","2","5","329","2","1","376","13","15","1001"
"강원도교육청","강원도교육청","강원도 원주시","S100000469","영서고등학교","04","공립","N","","6","8","297","5","3","319","3","0","296","14","11","912"
"강원도교육청","강원도교육청","강원도 원주시","S100000470","원주삼육고등학교","04","사립","N","","5","3","114","2","4","128","0","0","136","7","7","378"
"강원도교육청","강원도교육청","강원도 원주시","S100000471","원주여자고등학교","04","공립","N","","7","3","313","1","1","356","0","2","386","8","6","1055"
"강원도교육청","강원도교육청","강원도 원주시","S100000474","원주의료고등학교","04","공립","N","","0","2","120","0","3","115","0","0","112","0","5","347"
"강원도교육청","강원도교육청","강원도 인제군","S100000475","원통고등학교","04","공립","N","","3","9","51","1","3","91","0","2","102","4","14","244"
"강원도교육청","강원도교육청","강원도 춘천시","S100000476","유봉여자고등학교","04","사립","N","","15","4","265","2","2","301","0","0","331","17","6","897"
"강원도교육청","강원도교육청","강원도 원주시","S100000477","육민관고등학교","04","사립","N","","9","6","285","3","0","320","1","0","348","13","6","953"
"강원도교육청","강원도교육청","강원도 인제군","S100000480","인제고등학교","04","공립","N","","3","3","61","0","0","68","0","0","59","3","3","188"
"강원도교육청","강원도교육청","강원도 정선군","S100000481","임계고등학교","04","공립","N","","0","0","10","0","0","23","1","0","15","1","0","48"
"강원도교육청","강원도교육청","강원도 태백시","S100000483","장성여자고등학교","04","공립","N","","0","3","116","2","0","135","0","0","149","2","3","400"
"강원도교육청","강원도교육청","강원도 정선군","S100000486","정선고등학교","04","공립","N","","0","6","91","2","2","100","0","1","117","2","9","308"
"강원도교육청","강원도교육청","강원도 정선군","S100000488","정선정보공업고등학교","04","공립","N","","0","0","63","0","0","77","0","0","76","0","0","216"
"강원도교육청","강원도교육청","강원도 강릉시","S100000492","주문진고등학교","04","공립","N","","1","5","95","2","4","100","0","0","119","3","9","314"
"강원도교육청","강원도교육청","강원도 영월군","S100000499","주천고등학교","04","공립","N","","5","10","37","3","1","33","0","0","36","8","11","106"
"강원도교육청","강원도교육청","강원도 원주시","S100000501","진광고등학교","04","사립","N","","11","3","282","5","2","319","1","0","345","17","5","946"
"강원도교육청","강원도교육청","강원도 평창군","S100000503","진부고등학교","04","공립","N","","2","2","67","0","0","73","0","0","87","2","2","227"
"강원도교육청","강원도교육청","강원도 태백시","S100000505","철암고등학교","04","공립","N","","1","0","14","0","1","10","0","0","10","1","1","34"
"강원도교육청","강원도교육청","강원도 철원군","S100000506","철원고등학교","04","공립","N","","0","2","98","0","2","105","0","0","122","0","4","325"
"강원도교육청","강원도교육청","강원도 철원군","S100000507","철원여자고등학교","04","공립","N","","0","0","105","1","0","105","0","0","124","1","0","334"
"강원도교육청","강원도교육청","강원도 춘천시","S100000510","춘천고등학교","04","공립","N","","15","6","267","4","2","312","1","1","363","20","9","942"
"강원도교육청","강원도교육청","강원도 춘천시","S100000513","춘천기계공업고등학교","04","공립","N","","1","6","375","1","4","383","0","0","391","2","10","1149"
"강원도교육청","강원도교육청","강원도 춘천시","S100000514","소양고등학교","04","공립","N","","8","4","96","1","3","94","0","0","152","9","7","342"
"강원도교육청","강원도교육청","강원도 춘천시","S100000516","춘천한샘고등학교","04","공립","N","","0","0","215","0","1","266","0","0","277","0","1","758"
"강원도교육청","강원도교육청","강원도 춘천시","S100000517","춘천여자고등학교","04","공립","N","","18","5","306","3","2","340","0","0","385","21","7","1031"
"강원도교육청","강원도교육청","강원도 태백시","S100000521","태백기계공업고등학교","04","공립","N","","2","5","91","1","1","122","0","2","161","3","8","374"
"강원도교육청","강원도교육청","강원도 평창군","S100000522","평창고등학교","04","공립","N","","0","4","96","1","1","96","0","1","113","1","6","305"
"강원도교육청","강원도교육청","강원도 삼척시","S100000525","하장고등학교","04","공립","N","","0","0","3","0","0","2","0","0","5","0","0","10"
"강원도교육청","강원도교육청","강원도 정선군","S100000529","함백고등학교","04","공립","N","","0","6","32","2","4","24","0","0","31","2","10","87"
"강원도교육청","강원도교육청","강원도 홍천군","S100000530","홍천고등학교","04","공립","N","","3","7","195","0","4","215","1","0","238","4","11","648"
"강원도교육청","강원도교육청","강원도 홍천군","S100000531","홍천농업고등학교","04","공립","N","","1","1","83","1","1","61","0","0","96","2","2","240"
"강원도교육청","강원도교육청","강원도 홍천군","S100000532","홍천여자고등학교","04","공립","N","","0","3","198","0","4","219","0","2","228","0","9","645"
"강원도교육청","강원도교육청","강원도 홍천군","S100000533","강원생활과학고등학교","04","공립","N","","0","7","71","1","4","64","0","0","81","1","11","216"
"강원도교육청","강원도교육청","강원도 화천군","S100000534","화천고등학교","04","공립","N","","4","2","70","2","3","64","0","0","88","6","5","222"
"강원도교육청","강원도교육청","강원도 화천군","S100000536","화천정보산업고등학교","04","공립","N","","4","2","51","1","2","53","0","0","68","5","4","172"
"강원도교육청","강원도교육청","강원도 태백시","S100000539","황지고등학교","04","공립","N","","0","0","146","1","2","162","0","1","178","1","3","486"
"강원도교육청","강원도교육청","강원도 태백시","S100000544","황지정보산업고등학교","04","공립","N","","3","3","54","0","2","33","0","0","32","3","5","119"
"강원도교육청","강원도교육청","강원도 횡성군","S100000546","횡성고등학교","04","공립","N","","1","4","122","1","0","112","0","1","133","2","5","367"
"강원도교육청","강원도교육청","강원도 횡성군","S100000548","횡성여자고등학교","04","공립","N","","1","4","117","1","0","116","0","0","138","2","4","371"
"강원도교육청","강원도교육청","강원도 원주시","S100003702","치악고등학교","04","공립","N","","11","3","290","1","0","332","3","0","357","15","3","979"
"강원도교육청","강원도교육청","강원도 춘천시","S100003735","전인고등학교","04","사립","N","","5","3","30","0","2","22","0","0","33","5","5","85"
"강원도교육청","강원도교육청","강원도 홍천군","S100003746","팔렬고등학교","04","사립","N","","6","1","17","4","4","17","1","2","17","11","7","51"
"강원도교육청","강원도교육청","강원도 춘천시","S100003814","강원애니고등학교","04","공립","N","","8","8","60","4","1","57","0","0","60","12","9","177"
"강원도교육청","강원도교육청","강원도 원주시","S100003835","문막고등학교","04","공립","N","","3","2","72","1","0","58","0","0","76","4","2","206"
"강원도교육청","강원도교육청","강원도 양구군","S100003837","강원외국어고등학교","04","사립","N","","0","6","124","0","0","118","0","1","110","0","7","352"
"강원도교육청","강원도교육청","강원도 횡성군","S100003910","현천고등학교","04","공립","N","","0","0","45","3","0","44","0","0","45","3","0","134"
"강원도교육청","강원도교육청","강원도 동해시","S100000408","묵호고등학교부설방송통신고등학교","11","공립","N","","0","0","33","0","0","10","0","0","30","0","0","73"
"강원도교육청","강원도교육청","강원도 속초시","S100000445","설악고등학교부설방송통신고등학교","11","공립","N","","0","0","21","0","0","14","0","1","22","0","1","57"
"강원도교육청","강원도교육청","강원도 원주시","S100000467","원주고등학교부설방송통신고등학교","11","공립","N","","1","0","90","6","5","52","5","3","49","12","8","191"
"강원도교육청","강원도교육청","강원도 춘천시","S100000511","춘천고등학교부설방송통신고등학교","11","공립","N","","3","1","54","1","0","53","0","0","20","4","1","127"
"강원도교육청","강원도교육청","강원도 춘천시","S100000518","춘천여자고등학교부설방송통신고등학교","11","공립","N","","0","0","52","1","1","36","0","0","29","1","1","117"
"강원도교육청","강원도교육청","강원도 태백시","S100000540","황지고등학교부설방송통신고등학교","11","공립","N","","0","0","16","0","1","14","0","0","27","0","1","57"
"강원도교육청","강원도교육청","강원도 강릉시","S100003159","강릉제일고등학교부설방송통신고등학교","11","공립","N","","1","0","63","2","1","23","0","1","28","3","2","114"
"충청북도교육청","교육부","충청북도 청주시 흥덕구","S000003533","한국교원대학교부설고등학교","04","국립","N","","2","5","104","0","1","127","0","0","133","2","6","364"
"충청북도교육청","교육부","충청북도 청주시 흥덕구","S000003569","충북대학교사범대학부설고등학교","04","국립","N","","2","3","173","0","1","197","0","0","216","2","4","586"
"충청북도교육청","충청북도교육청","충청북도 진천군","S110000129","광혜원고등학교","04","공립","N","","7","3","104","0","0","108","0","0","126","7","3","338"
"충청북도교육청","충청북도교육청","충청북도 괴산군","S110000130","괴산고등학교","04","공립","N","","0","0","108","0","0","129","0","0","140","0","0","377"
"충청북도교육청","충청북도교육청","충청북도 음성군","S110000134","충북반도체고등학교","04","공립","N","","0","2","128","0","0","101","0","0","97","0","2","326"
"충청북도교육청","충청북도교육청","충청북도 청주시 상당구","S110000136","금천고등학교","04","공립","N","","11","4","256","0","3","329","2","0","356","13","7","941"
"충청북도교육청","충청북도교육청","충청북도 단양군","S110000138","단양고등학교","04","공립","N","","9","10","134","2","0","160","1","0","161","12","10","455"
"충청북도교육청","충청북도교육청","충청북도 단양군","S110000139","한국호텔관광고등학교","04","공립","N","","4","6","71","0","1","57","0","0","63","4","7","191"
"충청북도교육청","충청북도교육청","충청북도 청주시 상당구","S110000141","대성여자상업고등학교","04","사립","N","","6","9","281","0","1","283","0","0","315","6","10","879"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000143","충주대원고등학교","04","사립","N","","2","0","229","0","0","258","0","0","290","2","0","777"
"충청북도교육청","충청북도교육청","충청북도 음성군","S110000144","매괴고등학교","04","사립","N","","4","5","138","5","4","178","0","0","194","9","9","510"
"충청북도교육청","충청북도교육청","충청북도 괴산군","S110000146","목도고등학교","04","공립","N","","2","6","24","2","0","21","0","0","29","4","6","74"
"충청북도교육청","충청북도교육청","충청북도 청주시 상당구","S110000150","충북에너지고등학교","04","공립","N","","0","2","98","0","1","97","0","0","76","0","3","271"
"충청북도교육청","충청북도교육청","충청북도 보은군","S110000151","보은고등학교","04","사립","N","","3","8","100","2","0","119","0","0","112","5","8","331"
"충청북도교육청","충청북도교육청","충청북도 보은군","S110000155","보은여자고등학교","04","공립","N","","0","0","50","1","1","55","0","1","51","1","2","156"
"충청북도교육청","충청북도교육청","충청북도 보은군","S110000156","충북생명산업고등학교","04","공립","N","","0","2","83","2","0","88","2","0","86","4","2","257"
"충청북도교육청","충청북도교육청","충청북도 보은군","S110000157","보은정보고등학교","04","공립","N","","7","2","27","0","1","41","1","0","50","8","3","118"
"충청북도교육청","충청북도교육청","충청북도 청주시 상당구","S110000159","상당고등학교","04","공립","N","","13","6","259","2","4","283","0","0","342","15","10","884"
"충청북도교육청","충청북도교육청","충청북도 청주시 서원구","S110000161","세광고등학교","04","사립","N","","12","6","253","2","1","313","0","0","338","14","7","904"
"충청북도교육청","충청북도교육청","충청북도 제천시","S110000162","세명고등학교","04","사립","N","","8","5","198","2","2","252","0","1","261","10","8","711"
"충청북도교육청","충청북도교육청","충청북도 청주시 청원구","S110000164","청주신흥고등학교","04","사립","N","","8","7","252","2","2","321","0","0","354","10","9","927"
"충청북도교육청","충청북도교육청","충청북도 청주시 흥덕구","S110000167","양업고등학교","04","사립","N","","0","2","40","0","0","40","0","0","37","0","2","117"
"충청북도교육청","충청북도교육청","충청북도 영동군","S110000168","영동고등학교","04","공립","N","","0","5","157","1","4","164","0","2","183","1","11","504"
"충청북도교육청","충청북도교육청","충청북도 영동군","S110000169","영동산업과학고등학교","04","공립","N","","4","1","60","4","1","71","1","0","75","9","2","206"
"충청북도교육청","충청북도교육청","충청북도 영동군","S110000173","영동미래고등학교","04","사립","N","","0","0","95","0","0","98","0","0","99","0","0","292"
"충청북도교육청","충청북도교육청","충청북도 청주시 청원구","S110000176","오창고등학교","04","공립","N","","8","8","118","1","1","103","1","0","223","10","9","444"
"충청북도교육청","충청북도교육청","충청북도 옥천군","S110000177","옥천고등학교","04","공립","N","","3","6","199","0","2","256","0","0","259","3","8","714"
"충청북도교육청","충청북도교육청","충청북도 옥천군","S110000179","충북산업과학고등학교","04","공립","N","","2","0","101","0","1","99","0","0","145","2","1","345"
"충청북도교육청","충청북도교육청","충청북도 청주시 서원구","S110000181","운호고등학교","04","사립","N","","7","4","253","5","1","323","0","1","360","12","6","936"
"충청북도교육청","충청북도교육청","충청북도 음성군","S110000183","음성고등학교","04","공립","N","","3","3","172","1","0","212","0","0","223","4","3","607"
"충청북도교육청","충청북도교육청","충청북도 제천시","S110000186","제천산업고등학교","04","공립","N","","0","2","122","0","0","148","0","0","141","0","2","411"
"충청북도교육청","충청북도교육청","충청북도 청주시 상당구","S110000187","일신여자고등학교","04","사립","N","","8","5","283","0","3","343","0","0","412","8","8","1038"
"충청북도교육청","충청북도교육청","충청북도 제천시","S110000191","제천고등학교","04","공립","N","","2","1","199","0","0","231","0","0","269","2","1","699"
"충청북도교육청","충청북도교육청","충청북도 제천시","S110000192","제천디지털전자고등학교","04","공립","N","","5","6","88","1","0","95","0","0","92","6","6","275"
"충청북도교육청","충청북도교육청","충청북도 제천시","S110000193","제천제일고등학교","04","공립","N","","5","6","182","7","4","208","1","1","255","13","11","645"
"충청북도교육청","충청북도교육청","충청북도 제천시","S110000194","제천상업고등학교","04","공립","N","","3","4","150","5","1","148","0","1","193","8","6","491"
"충청북도교육청","충청북도교육청","충청북도 제천시","S110000195","제천여자고등학교","04","공립","N","","5","4","204","1","1","256","0","0","261","6","5","721"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000197","주덕고등학교","04","공립","N","","1","2","22","1","2","11","0","0","70","2","4","103"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000198","충주중산고등학교","04","사립","N","","6","6","179","0","0","228","0","1","231","6","7","638"
"충청북도교육청","충청북도교육청","충청북도 증평군","S110000200","증평공업고등학교","04","공립","N","","6","3","126","2","0","102","0","0","212","8","3","440"
"충청북도교육청","충청북도교육청","충청북도 증평군","S110000203","증평정보고등학교","04","공립","N","","4","4","132","0","1","120","0","0","141","4","5","393"
"충청북도교육청","충청북도교육청","충청북도 진천군","S110000204","진천고등학교","04","공립","N","","4","2","149","1","0","197","0","0","226","5","2","572"
"충청북도교육청","충청북도교육청","충청북도 진천군","S110000205","한국바이오마이스터고등학교","04","공립","N","","0","8","119","0","1","98","0","0","106","0","9","323"
"충청북도교육청","충청북도교육청","충청북도 진천군","S110000207","진천상업고등학교","04","공립","N","","3","2","102","1","0","115","0","0","114","4","2","331"
"충청북도교육청","충청북도교육청","충청북도 옥천군","S110000209","청산고등학교","04","공립","N","","1","2","27","2","1","25","0","0","30","3","3","82"
"충청북도교육청","충청북도교육청","충청북도 청주시 상당구","S110000211","청석고등학교","04","사립","N","","0","2","253","0","1","313","0","0","357","0","3","923"
"충청북도교육청","충청북도교육청","충청북도 청주시 흥덕구","S110000212","청주고등학교","04","공립","N","","5","3","316","2","2","363","1","0","366","8","5","1045"
"충청북도교육청","충청북도교육청","충청북도 청주시 상당구","S110000215","청주공업고등학교","04","공립","N","","7","10","401","2","1","423","0","1","453","9","12","1277"
"충청북도교육청","충청북도교육청","충청북도 청주시 청원구","S110000216","청주농업고등학교","04","공립","N","","11","12","293","0","3","296","0","3","306","11","18","895"
"충청북도교육청","충청북도교육청","충청북도 청주시 청원구","S110000217","청주대성고등학교","04","사립","N","","22","15","248","6","8","280","4","2","346","32","25","874"
"충청북도교육청","충청북도교육청","충청북도 청주시 청원구","S110000220","청주여자고등학교","04","공립","N","","8","4","281","2","0","356","0","0","409","10","4","1046"
"충청북도교육청","충청북도교육청","충청북도 청주시 서원구","S110000223","청주여자상업고등학교","04","사립","N","","3","3","225","1","1","229","0","0","248","4","4","702"
"충청북도교육청","충청북도교육청","충청북도 청주시 흥덕구","S110000224","청주외국어고등학교","04","공립","N","","1","0","194","0","2","185","0","0","177","1","2","556"
"충청북도교육청","충청북도교육청","충청북도 청주시 서원구","S110000226","청주중앙여자고등학교","04","공립","N","","3","2","284","3","2","322","0","0","413","6","4","1019"
"충청북도교육청","충청북도교육청","충청북도 청주시 서원구","S110000231","충북고등학교","04","공립","N","","2","3","260","1","2","287","0","0","360","3","5","907"
"충청북도교육청","충청북도교육청","충청북도 청주시 흥덕구","S110000232","충북공업고등학교","04","공립","N","","11","12","335","1","0","351","0","0","380","12","12","1066"
"충청북도교육청","충청북도교육청","충청북도 청주시 상당구","S110000233","충북과학고등학교","04","공립","N","","0","0","55","0","0","50","0","0","35","0","0","140"
"충청북도교육청","충청북도교육청","충청북도 청주시 서원구","S110000235","충북여자고등학교","04","사립","N","","21","13","247","1","1","276","1","0","324","23","14","847"
"충청북도교육청","충청북도교육청","충청북도 청주시 흥덕구","S110000236","충북예술고등학교","04","공립","N","","3","2","99","2","1","95","0","0","102","5","3","296"
"충청북도교육청","충청북도교육청","충청북도 청주시 청원구","S110000237","충북상업정보고등학교","04","공립","N","","5","17","278","1","1","274","0","0","286","6","18","838"
"충청북도교육청","충청북도교육청","충청북도 청주시 서원구","S110000238","청주하이텍고등학교","04","공립","N","","2","6","170","0","0","172","1","0","194","3","6","536"
"충청북도교육청","충청북도교육청","충청북도 진천군","S110000240","충북체육고등학교","04","공립","N","","4","8","86","0","1","81","0","0","92","4","9","259"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000241","충원고등학교","04","사립","N","","16","12","95","3","2","94","1","8","105","20","22","294"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000242","충주고등학교","04","공립","N","","4","6","215","0","0","246","0","0","273","4","6","734"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000244","충주공업고등학교","04","공립","N","","5","3","175","2","2","215","0","0","212","7","5","602"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000245","국원고등학교","04","공립","N","","1","3","129","0","3","163","0","0","164","1","6","456"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000246","충주상업고등학교","04","사립","N","","11","7","168","5","2","199","0","0","196","16","9","563"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000248","충주여자고등학교","04","공립","N","","0","0","224","2","4","254","0","0","286","2","4","764"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000249","한림디자인고등학교","04","사립","N","","4","11","190","0","2","227","0","1","221","4","14","638"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000250","충주예성여자고등학교","04","공립","N","","0","6","216","0","2","241","1","1","273","1","9","730"
"충청북도교육청","충청북도교육청","충청북도 영동군","S110000254","학산고등학교","04","공립","N","","2","0","5","1","0","15","0","0","24","3","0","44"
"충청북도교육청","충청북도교육청","충청북도 청주시 서원구","S110000257","청주IT과학고등학교","04","사립","N","","7","36","186","2","1","202","0","0","220","9","37","608"
