구,학교명,학교코드,내부상담_실시여부,외부상담_실시여부,wee클래스_운영여부,학교폭력_예방교육_평균교육시간(1학급당),위도,경도,법정동코드,500미터내_파출소개수,500미터내_CCTV개수
동작구,숭의여자고등학교,S010000482,1,1,1,720.0,37.50736234,126.9292442,1159010800,0,29
동작구,영등포고등학교,S010000497,1,1,1,85.5,37.508441,126.933946,1159010800,2,44
마포구,경성고등학교,S010000381,1,1,1,200.0,37.563341,126.918767,1144012400,0,58
마포구,광성고등학교,S010000393,1,1,0,883.3,37.5487585,126.9342021,1144011100,0,70
마포구,상암고등학교,S010005365,1,1,0,780.0,37.58134123,126.8833956,1144012700,0,20
마포구,서울디자인고등학교,S010000583,1,1,1,360.0,37.546691,126.947828,1144010900,0,58
마포구,서울여자고등학교,S010000460,1,1,1,240.0,37.548077,126.9481861,1144010900,0,69
마포구,숭문고등학교,S010000480,0,0,0,200.0,37.55088946,126.9457706,1144010800,0,85
마포구,한세사이버보안고등학교,S010000662,1,1,0,200.0,37.552009,126.952001,1144010100,2,69
마포구,홍익대학교사범대학부속여자고등학교,S010000564,1,1,1,729.2,37.560173,126.91268,1144012500,0,58
마포구,홍익디자인고등학교,S010000615,0,1,0,80.0,37.562686,126.91972,1144012400,1,60
서대문구,가재울고등학교,S010005591,1,1,1,200.0,37.574297,126.909499,1141011900,1,58
서대문구,명지고등학교,S010000435,1,1,1,148.9,37.58425,126.927381,1141011800,0,48
서대문구,이화여자대학교사범대학부속이화금란고등학교,S010000517,0,1,0,85.6,37.56636584,126.947661,1141011300,0,12
서대문구,인창고등학교,S010000518,0,1,0,200.0,37.565414,126.963492,1141010100,3,49
서대문구,중앙여자고등학교,S010000535,1,1,1,500.0,37.5626955,126.9527025,1141011000,0,33
서대문구,한성고등학교,S010000555,1,1,1,173.0,37.5598356,126.9545114,1141011000,0,56
서대문구,한성과학고등학교,S010000570,1,1,1,102.9,37.57543545,126.952373,1141010900,0,10
서초구,동덕여자고등학교,S010000421,1,0,1,182.0,37.47587683,126.9919958,1165010100,0,149
서초구,반포고등학교,S010000440,1,1,1,93.4,37.50270436,127.0165117,1165010700,0,110
서초구,상문고등학교,S010000452,1,1,1,100.0,37.47975498,127.0039164,1165010100,1,52
서초구,서문여자고등학교,S010000455,1,0,1,301.6,37.4893031,126.9833064,1165010100,0,160
서초구,서울고등학교,S010000456,1,0,1,1080.0,37.48429243,127.0049025,1165010800,1,88
서초구,서울전자고등학교,S010000657,1,1,1,252.6,37.46972083,126.988361,1165010100,0,59
서초구,서초고등학교,S010000463,1,1,1,168.0,37.48961196,127.0053778,1165010800,2,68
서초구,세화고등학교,S010000473,1,1,1,500.0,37.50195197,126.9916176,1165010700,0,57
서초구,세화여자고등학교,S010000474,1,0,1,185.6,37.502182,126.993286,1165010700,1,74
서초구,양재고등학교,S010000487,1,1,1,191.0,37.48242128,127.0320783,1165010800,0,68
서초구,언남고등학교,S010000491,1,0,1,350.0,37.47233011,127.0430034,1165010200,0,149
성동구,경일고등학교,S010005209,1,1,1,94.8,37.54382838,127.0478694,1120011400,0,68
성동구,금호고등학교,S010006381,1,0,1,142.9,37.55325,127.02362,1120010900,1,68
성동구,덕수고등학교,S010000636,1,1,1,542.8,37.55526278,127.0411407,1120010700,1,45
성동구,도선고등학교,S010006382,1,0,1,502.3,37.567131,127.026809,1120010200,1,61
성동구,무학여자고등학교,S010000436,1,1,1,253.3,37.55676803,127.0335995,1120010700,1,106
성동구,서울방송고등학교,S010000585,1,1,1,87.6,37.54777313,127.0110355,1120011300,1,68
성동구,성수고등학교,S010005523,1,1,1,406.6,37.54734217,127.038253,1120011400,0,17
성동구,성수공업고등학교,S010000592,1,0,1,306.5,37.54054009,127.0512981,1120011500,1,78
성동구,한양대학교사범대학부속고등학교,S010000557,1,1,1,137.0,37.56191893,127.042326,1120010600,1,76
